10,1,4,2,1,4,3,4,3,3,1,1,2,2,4,1,1,1,3,4,1,3,2,2,2,3,4,5,4,3,5,1,1,4,2,1,2,4,5,4,5,4,3,5,3,2,5,4,3,3,4,1,2,1,5,3,4,5,2,3,4,4,4,5,5,5,4,4,1,5,2,3,1,4,1,4,5,4,5,4,1,2,1,3,1,3,3,3,2,2,1,2,5,5,4,3,4,2,5,1,4,1,1,2,3,1,4,3,1,5,4,5,3,4,2,3,5,5,5,1,4,4,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,1,1,1,1,1,2,4,2,3
11,3,4,2,1,4,3,4,3,4,1,2,2,2,3,3,1,2,4,1,4,3,2,1,3,3,4,5,4,3,5,1,1,4,3,1,2,4,5,4,5,4,3,5,2,2,5,4,3,3,4,4,1,1,5,3,4,5,4,3,4,1,4,3,5,5,4,4,1,5,2,3,1,4,3,4,5,4,5,4,1,4,5,3,5,5,3,3,3,2,1,2,5,5,4,3,4,4,3,4,1,1,1,2,3,1,4,3,1,5,1,5,3,1,2,3,2,5,4,4,4,4,4,4,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,1,3,5,2,3
12,4,4,2,1,4,3,4,3,4,1,2,2,3,3,1,1,4,3,2,1,3,2,2,2,3,4,5,4,3,5,1,1,4,3,1,3,2,5,4,5,4,3,5,3,2,5,4,3,3,4,1,5,1,5,3,4,5,4,3,4,1,4,3,5,5,4,4,2,5,2,3,2,4,5,4,3,4,5,4,1,5,5,3,5,3,3,3,3,2,1,2,5,5,4,3,4,2,4,1,1,1,5,2,3,1,1,3,1,1,4,5,3,1,2,5,4,5,3,1,4,4,1,4,2,2,2,2,3,5,4,2,1,2,4,5,3,5,1,5,4,1,3,4,2,3
13,1,4,2,1,4,3,4,3,3,1,1,2,2,4,1,1,1,3,4,1,3,2,2,2,3,4,5,4,3,5,1,1,4,2,1,2,4,5,4,5,4,3,5,3,2,5,4,3,3,4,1,2,1,5,3,4,5,2,3,4,4,4,5,5,5,4,4,1,5,2,3,1,4,1,4,5,4,5,4,1,2,1,3,1,3,3,3,2,2,1,2,5,5,4,3,4,2,5,1,4,1,1,2,3,1,4,3,1,5,4,5,3,4,2,3,5,5,5,1,4,4,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,1,1,1,1,1,2,4,2,3
14,3,4,2,1,4,3,4,3,4,1,2,2,2,3,3,1,2,4,1,4,3,2,1,3,3,4,5,4,3,5,1,1,4,3,1,2,4,5,4,5,4,3,5,2,2,5,4,3,3,4,4,1,1,5,3,4,5,4,3,4,1,4,3,5,5,4,4,1,5,2,3,1,4,3,4,5,4,5,4,1,4,5,3,5,5,3,3,3,2,1,2,5,5,4,3,4,4,3,4,1,1,1,2,3,1,4,3,1,5,1,5,3,1,2,3,2,5,4,4,4,4,4,4,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,1,3,5,2,3
15,4,2,2,1,4,3,4,3,2,1,3,2,4,4,3,4,4,1,3,1,2,3,2,2,3,4,5,1,3,5,1,1,4,3,1,3,4,5,4,5,4,3,5,4,2,5,4,3,3,4,1,1,1,5,3,4,5,4,3,4,4,4,3,5,5,4,4,4,5,2,3,2,4,3,4,5,4,5,4,1,3,3,3,5,3,3,3,3,3,1,5,5,5,4,3,4,2,4,3,1,1,4,3,3,1,1,3,1,5,4,5,3,4,2,3,2,5,5,1,4,5,2,2,2,2,2,2,3,5,4,2,1,2,4,4,1,4,3,5,4,1,3,4,2,3
16,4,2,2,1,4,3,4,3,2,1,3,2,4,4,3,4,4,1,3,1,2,3,2,2,3,4,5,1,3,5,1,1,4,3,1,3,4,5,4,5,4,3,5,4,2,5,4,3,3,4,1,1,1,5,3,4,5,4,3,4,4,4,3,5,5,4,4,4,5,2,3,2,4,3,4,5,4,5,4,1,3,3,3,5,3,3,3,3,3,1,5,5,5,4,3,4,2,4,3,1,1,4,3,3,1,1,3,1,5,4,5,3,4,2,3,2,5,5,1,4,5,2,2,2,2,2,2,3,5,4,2,1,2,4,4,1,4,3,5,4,1,3,4,2,3
17,1,4,2,1,4,3,4,3,4,1,3,2,2,3,1,1,4,3,3,1,3,4,2,1,3,4,5,4,3,5,1,1,4,2,1,2,4,5,2,5,4,3,5,3,2,5,4,3,3,4,1,1,1,5,3,4,3,4,3,4,4,5,3,5,5,5,4,1,5,2,3,1,4,3,4,5,4,5,2,1,4,2,3,3,3,3,3,5,2,1,2,5,5,4,3,4,2,4,1,1,1,1,2,3,1,1,3,1,1,4,5,3,4,2,3,5,5,3,1,4,2,5,1,2,2,2,2,3,5,4,2,1,2,4,4,3,2,1,5,2,1,3,4,2,3
18,3,4,2,1,4,3,4,1,4,1,3,2,2,4,1,1,4,4,2,4,1,4,2,1,3,4,5,4,3,5,1,1,4,2,1,4,4,5,4,5,4,3,5,2,2,5,4,3,3,4,3,1,1,5,3,4,5,3,3,4,4,1,5,5,5,4,4,4,5,4,3,2,4,3,4,5,4,2,4,1,4,1,3,5,3,3,3,3,2,1,2,5,5,4,3,4,2,5,5,1,1,1,2,3,1,1,3,1,2,4,4,3,4,2,3,5,5,3,1,4,4,2,3,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,4,4,1,3,4,2,3
19,4,4,2,1,4,3,4,1,4,1,3,2,3,3,1,1,4,3,2,4,2,4,2,2,3,4,5,4,3,5,1,1,4,3,1,2,4,5,2,5,4,3,5,2,2,5,4,1,3,4,1,1,1,5,3,2,5,4,3,4,1,4,3,5,5,4,4,1,5,5,3,2,4,4,4,5,4,5,4,1,5,2,3,5,3,3,3,1,2,4,3,5,5,4,3,4,4,4,1,1,1,1,2,3,1,1,3,1,2,4,5,3,4,2,2,5,5,5,1,2,4,2,3,2,2,2,2,3,2,4,2,1,4,4,5,3,3,1,5,4,1,3,4,2,3
20,2,4,2,1,4,3,4,1,4,1,1,2,3,3,3,1,2,4,2,4,1,4,2,1,3,4,5,4,4,5,1,1,4,2,1,3,4,5,4,5,4,3,5,3,2,5,4,3,3,4,1,1,1,5,3,4,4,4,3,4,1,4,3,5,5,4,4,1,5,2,3,2,4,3,4,4,4,5,4,1,5,3,3,2,2,3,3,3,4,4,5,5,5,4,3,4,2,4,1,1,1,1,1,3,1,2,3,1,5,4,5,3,4,2,3,3,5,3,3,4,4,2,2,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,5,3,4,2,4
21,3,4,2,1,4,3,4,1,4,1,3,2,2,4,1,1,4,4,2,4,1,4,2,1,3,4,5,4,3,5,1,1,4,2,1,4,4,5,4,5,4,3,5,2,2,5,4,3,3,4,3,1,1,5,3,4,5,3,3,4,4,1,5,5,5,4,4,4,5,4,3,2,4,3,4,5,4,2,4,1,4,1,3,5,3,3,3,3,2,1,2,5,5,4,3,4,2,5,5,1,1,1,2,3,1,1,3,1,2,4,4,3,4,2,3,5,5,3,1,4,4,2,3,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,4,4,1,3,4,2,3
22,4,4,2,1,4,3,4,3,4,1,3,2,3,3,1,4,2,3,2,4,4,4,2,1,3,4,5,4,3,5,2,1,4,3,1,2,1,2,4,5,4,3,5,3,2,5,4,3,3,2,1,1,1,5,3,4,5,4,3,4,2,4,3,5,5,4,4,1,5,2,3,2,4,1,4,5,4,3,4,1,2,1,3,5,3,3,3,3,2,1,2,5,5,4,1,4,2,4,1,1,1,1,2,3,1,4,3,1,2,4,5,3,4,4,1,1,4,5,1,4,4,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,1,1,5,5,1,3,4,2,3
23,3,4,2,1,4,3,4,3,4,1,2,2,3,3,4,1,4,1,2,4,3,4,2,2,3,4,5,4,3,5,1,1,4,3,1,3,4,5,2,5,4,3,5,3,2,5,4,3,3,4,1,2,1,3,3,4,5,4,3,4,3,4,3,5,5,4,4,1,5,2,3,4,4,3,4,5,4,5,4,1,5,3,3,4,5,3,3,3,2,1,5,5,5,4,3,4,2,4,3,1,1,1,2,3,4,1,3,1,5,4,5,3,5,2,3,5,5,5,1,4,4,1,4,2,2,5,2,3,5,4,2,1,2,2,4,3,5,1,5,3,4,3,4,2,3
24,2,4,2,1,4,3,4,3,2,1,3,2,4,3,4,3,2,1,2,4,3,2,2,2,3,4,5,4,3,5,1,1,4,5,1,4,4,2,4,5,4,3,5,2,2,5,4,3,3,4,1,1,4,5,3,4,5,3,3,4,3,1,3,5,4,4,4,1,5,1,3,2,2,3,4,5,4,5,4,1,4,5,3,5,3,3,3,5,2,1,2,5,5,4,3,4,2,5,1,1,1,1,2,3,1,1,3,1,3,4,5,3,4,2,3,5,5,5,1,4,4,2,2,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,4,5,1,3,3,1,3
25,2,4,4,1,4,3,4,3,4,1,1,2,1,3,1,3,4,3,2,4,1,4,3,2,3,4,5,4,2,5,1,1,4,3,1,2,4,2,4,5,4,3,5,2,2,5,4,3,3,3,1,1,1,5,3,4,5,4,3,4,3,4,3,5,5,4,4,1,5,2,3,2,4,3,4,4,4,5,4,1,2,3,3,1,4,3,3,3,3,1,2,5,5,4,3,4,2,5,1,1,1,1,2,5,1,1,3,5,1,4,5,3,4,2,3,4,5,5,1,4,4,2,4,2,2,2,2,3,5,4,2,1,2,5,5,3,3,1,3,3,1,4,4,2,3
26,4,4,2,1,4,4,4,3,4,1,3,2,2,4,1,3,4,4,2,1,3,1,2,2,3,4,5,4,3,5,1,1,4,2,1,5,4,5,4,5,4,3,2,2,2,5,4,3,3,4,1,2,1,5,3,4,5,4,3,4,3,1,3,5,5,4,4,1,2,2,3,4,4,3,4,5,4,5,4,1,4,5,3,5,3,3,3,4,2,1,4,5,5,4,3,4,2,3,1,2,1,5,2,4,1,1,3,5,2,4,5,3,4,2,3,5,2,5,1,4,4,2,1,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,1,3,4,2,3
27,3,2,2,1,4,3,4,1,4,1,1,2,2,3,1,1,4,4,4,4,3,4,2,2,3,4,5,4,3,5,1,1,4,3,1,3,4,5,4,5,4,3,5,3,2,5,4,3,3,4,1,5,1,5,3,4,5,4,3,4,3,4,3,1,5,4,4,4,5,2,2,1,4,3,4,2,4,3,4,1,5,1,3,5,5,3,3,3,2,1,2,5,5,4,3,4,2,4,4,5,1,1,2,3,1,1,3,5,5,4,5,3,4,2,3,3,5,5,1,4,4,1,3,2,2,2,2,3,5,4,2,1,4,4,5,3,3,1,5,4,1,3,4,2,3
28,4,2,2,1,3,3,4,1,4,3,4,1,4,3,1,1,4,3,2,4,1,1,2,1,3,2,5,4,3,5,1,1,4,2,1,3,4,2,4,5,4,3,5,3,2,5,4,3,3,4,1,1,1,3,3,4,3,4,3,4,1,4,3,5,5,4,4,1,5,2,3,5,4,3,4,5,4,5,4,1,5,3,3,4,3,3,3,3,2,1,2,5,5,4,3,4,2,5,3,3,5,4,2,3,4,1,3,4,5,4,5,3,4,2,3,5,5,5,4,4,4,2,1,2,2,2,2,3,5,4,2,1,2,4,4,3,1,1,3,3,2,3,5,2,3
29,3,4,2,1,4,4,4,3,4,1,3,2,2,3,1,1,2,1,4,1,1,3,2,3,3,4,5,4,3,5,1,1,4,2,5,2,4,2,4,5,4,3,5,3,2,5,4,3,3,4,1,2,1,5,3,4,5,4,3,4,3,4,3,5,5,3,4,1,5,2,3,4,3,5,4,5,4,5,4,1,4,4,3,5,3,3,3,3,2,1,5,5,5,4,3,4,2,2,1,1,1,5,2,3,1,1,3,1,5,4,5,3,4,2,3,5,5,5,4,1,4,2,2,2,4,2,2,3,2,4,2,1,2,4,4,3,1,1,5,4,1,3,4,2,3
30,4,4,2,1,4,3,4,1,4,1,3,2,3,3,1,1,4,3,2,1,3,4,2,2,3,4,5,4,5,5,1,1,4,3,1,2,3,5,5,5,4,3,5,3,2,5,4,3,3,4,1,1,1,3,3,4,5,3,1,4,5,1,2,5,5,4,4,5,5,2,3,1,4,5,4,5,4,5,4,1,5,5,3,5,3,3,3,3,2,1,2,5,5,4,3,4,2,5,1,1,3,1,2,3,1,1,3,1,2,4,5,3,4,2,1,5,5,5,4,4,1,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,3,1,3,4,2,3
31,3,2,2,1,4,3,4,1,4,1,1,2,2,3,1,1,4,4,4,4,3,4,2,2,3,4,5,4,3,5,1,1,4,3,1,3,4,5,4,5,4,3,5,3,2,5,4,3,3,4,1,5,1,5,3,4,5,4,3,4,3,4,3,1,5,4,4,4,5,2,2,1,4,3,4,2,4,3,4,1,5,1,3,5,5,3,3,3,2,1,2,5,5,4,3,4,2,4,4,5,1,1,2,3,1,1,3,5,5,4,5,3,4,2,3,3,5,5,1,4,4,1,3,2,2,2,2,3,5,4,2,1,4,4,5,3,3,1,5,4,1,3,4,2,3
32,4,4,2,1,4,3,4,3,4,1,4,1,3,4,1,1,4,3,2,1,2,4,2,1,3,4,5,4,3,5,4,1,4,2,1,5,3,2,4,5,4,3,5,3,2,5,4,3,3,4,1,2,1,5,3,4,5,4,3,4,1,4,3,5,5,4,4,1,5,2,3,2,2,3,4,5,4,5,4,1,5,2,3,5,3,3,3,3,2,1,4,5,5,4,3,4,2,4,1,5,1,1,2,3,1,1,3,5,2,5,5,3,4,2,3,4,5,1,1,4,1,1,1,2,2,2,5,3,5,4,2,1,2,4,4,3,3,1,5,1,1,3,4,2,3
33,2,4,4,1,4,3,4,3,4,2,2,2,2,4,1,1,3,1,4,1,3,4,2,3,3,4,5,4,4,5,1,1,4,3,1,3,5,2,4,5,4,3,5,2,2,5,4,3,3,4,1,5,1,5,3,4,5,4,3,4,1,1,3,5,5,4,3,1,2,2,3,4,2,3,3,5,4,5,4,1,3,3,3,5,3,3,3,3,2,1,5,5,5,4,3,4,2,4,4,1,1,1,2,3,4,1,3,1,5,4,5,3,4,2,3,4,5,5,1,4,4,4,5,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,1,3,4,2,3
34,4,4,2,1,4,3,4,1,4,1,3,2,3,3,1,1,4,3,2,1,3,4,2,2,3,4,5,4,5,5,1,1,4,3,1,2,3,5,5,5,4,3,5,3,2,5,4,3,3,4,1,1,1,3,3,4,5,3,1,4,5,1,2,5,5,4,4,5,5,2,3,1,4,5,4,5,4,5,4,1,5,5,3,5,3,3,3,3,2,1,2,5,5,4,3,4,2,5,1,1,3,1,2,3,1,1,3,1,2,4,5,3,4,2,1,5,5,5,4,4,1,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,3,1,3,4,2,3
35,3,4,2,1,4,4,4,3,4,1,3,2,2,3,1,1,2,1,4,1,1,3,2,3,3,4,5,4,3,5,1,1,4,2,5,2,4,2,4,5,4,3,5,3,2,5,4,3,3,4,1,2,1,5,3,4,5,4,3,4,3,4,3,5,5,3,4,1,5,2,3,4,3,5,4,5,4,5,4,1,4,4,3,5,3,3,3,3,2,1,5,5,5,4,3,4,2,2,1,1,1,5,2,3,1,1,3,1,5,4,5,3,4,2,3,5,5,5,4,1,4,2,2,2,4,2,2,3,2,4,2,1,2,4,4,3,1,1,5,4,1,3,4,2,3
36,4,4,1,1,4,4,4,3,4,1,3,2,3,3,1,1,4,1,2,1,3,4,2,1,3,4,5,4,3,5,1,1,4,2,3,1,4,5,2,5,4,3,5,3,2,5,4,3,3,4,1,1,1,1,3,4,5,4,3,4,1,4,2,5,5,4,1,1,5,2,3,2,4,3,4,5,4,5,4,1,5,1,3,5,3,3,3,3,2,1,3,5,5,4,3,4,2,4,2,3,3,1,2,3,2,1,3,1,1,4,5,3,4,2,3,5,5,5,3,4,4,3,1,2,2,2,2,3,5,4,2,1,5,5,4,4,3,1,3,4,1,3,4,2,3
37,3,4,2,1,4,3,4,4,4,1,2,2,2,2,1,1,4,3,2,1,1,4,2,1,3,4,5,4,3,5,1,1,4,3,1,2,4,5,2,5,4,3,5,3,2,5,4,3,3,4,1,5,1,5,3,2,5,4,3,4,2,5,3,5,5,4,4,1,5,2,3,2,4,3,4,5,4,5,4,1,2,2,3,5,3,3,3,3,2,2,2,5,3,4,3,4,2,2,1,5,1,1,4,3,2,1,4,1,5,4,1,3,4,2,5,5,5,5,1,4,4,2,5,2,2,2,2,3,3,4,2,1,2,3,5,3,3,1,5,4,5,3,4,2,3
38,4,4,1,1,4,4,4,3,4,1,3,2,3,3,1,1,4,1,2,1,3,4,2,1,3,4,5,4,3,5,1,1,4,2,3,1,4,5,2,5,4,3,5,3,2,5,4,3,3,4,1,1,1,1,3,4,5,4,3,4,1,4,2,5,5,4,1,1,5,2,3,2,4,3,4,5,4,5,4,1,5,1,3,5,3,3,3,3,2,1,3,5,5,4,3,4,2,4,2,3,3,1,2,3,2,1,3,1,1,4,5,3,4,2,3,5,5,5,3,4,4,3,1,2,2,2,2,3,5,4,2,1,5,5,4,4,3,1,3,4,1,3,4,2,3
39,4,4,2,1,4,3,4,3,4,1,2,2,3,4,1,1,2,4,2,4,1,2,2,1,3,4,5,4,3,5,1,1,4,3,1,2,4,5,2,5,4,3,2,3,2,5,4,3,3,4,1,1,1,5,3,4,1,5,3,4,1,4,3,5,5,4,4,1,5,2,3,2,4,3,4,5,4,5,4,1,5,1,3,5,4,3,3,3,2,1,4,5,5,4,3,4,2,4,4,3,1,5,2,3,2,1,3,1,1,4,5,3,4,2,3,2,5,4,1,3,4,2,1,2,2,2,5,3,5,4,2,1,2,4,4,2,2,1,5,2,4,3,4,2,3
40,3,4,2,1,4,3,4,3,4,1,3,2,3,4,1,3,4,3,2,4,1,4,2,4,3,4,4,4,3,5,1,1,4,3,1,5,4,5,4,5,4,3,5,2,2,5,4,3,3,4,1,1,1,5,3,2,5,4,3,4,5,4,3,5,5,3,4,1,5,2,3,2,4,3,4,3,4,5,4,1,3,5,3,5,4,3,4,3,2,4,2,5,5,4,3,4,2,3,1,1,1,5,2,3,1,1,3,1,5,4,5,3,4,2,3,5,5,5,4,4,4,1,1,2,2,1,2,3,5,4,2,1,2,2,4,3,4,3,1,4,1,3,4,2,3
41,4,4,2,1,3,4,4,3,4,1,3,2,1,3,1,4,4,3,2,1,1,4,1,1,3,4,5,4,3,5,1,1,4,2,1,3,4,5,2,5,4,3,5,2,2,5,4,3,3,4,1,1,1,5,3,4,3,4,3,4,1,4,3,5,5,4,4,1,5,2,3,3,4,3,4,5,4,5,2,1,5,5,3,3,3,3,3,1,2,1,4,5,5,4,3,4,2,1,5,1,1,1,2,3,1,1,3,1,5,4,5,3,4,2,3,4,2,4,1,3,4,2,3,2,2,2,2,3,5,4,2,1,2,4,3,3,2,1,4,4,1,3,4,2,3
42,4,4,2,1,4,3,4,3,4,1,2,2,3,4,1,1,2,4,2,4,1,2,2,1,3,4,5,4,3,5,1,1,4,3,1,2,4,5,2,5,4,3,2,3,2,5,4,3,3,4,1,1,1,5,3,4,1,5,3,4,1,4,3,5,5,4,4,1,5,2,3,2,4,3,4,5,4,5,4,1,5,1,3,5,4,3,3,3,2,1,4,5,5,4,3,4,2,4,4,3,1,5,2,3,2,1,3,1,1,4,5,3,4,2,3,2,5,4,1,3,4,2,1,2,2,2,5,3,5,4,2,1,2,4,4,2,2,1,5,2,4,3,4,2,3
43,4,4,2,1,4,3,4,3,4,1,4,2,3,3,1,1,4,2,2,4,3,4,2,1,4,4,5,4,3,5,1,1,4,2,1,2,3,5,4,5,4,3,5,3,2,5,4,3,3,2,1,1,1,5,3,4,3,4,3,4,1,4,3,5,5,4,4,1,5,2,3,3,2,3,4,5,4,5,4,1,2,2,3,1,3,3,5,5,4,1,4,5,5,4,3,4,2,4,1,1,1,1,3,3,1,1,3,1,5,4,5,3,4,2,3,5,5,5,3,2,4,1,1,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,3,4,4,4,4,2,3
44,4,4,2,1,3,3,4,1,4,1,2,4,2,4,3,4,4,3,4,4,3,4,2,1,3,4,5,4,3,5,1,1,4,3,1,2,4,5,4,5,4,3,5,1,2,5,4,3,3,4,1,2,1,5,3,4,5,4,3,4,3,2,3,5,5,4,4,1,2,4,3,2,4,3,4,5,4,5,4,1,4,5,3,5,3,3,4,1,3,1,3,5,3,4,3,4,2,2,1,1,1,1,2,3,4,1,3,1,5,4,5,3,4,2,3,5,5,5,1,4,4,4,3,2,2,2,2,3,5,4,2,1,4,4,3,3,3,1,5,4,2,3,2,2,3
45,4,4,2,1,4,3,4,3,4,1,3,2,1,3,1,1,2,3,2,1,3,4,2,1,3,4,5,4,3,5,1,1,4,1,1,1,4,5,4,5,4,3,5,2,2,5,4,3,3,4,1,1,1,5,3,4,5,4,3,4,1,4,3,5,5,4,4,1,5,2,3,4,4,4,2,5,4,4,4,1,5,3,3,5,3,3,3,3,3,1,4,5,1,4,3,4,2,4,4,3,1,3,2,3,3,1,3,1,2,4,5,3,4,2,3,4,5,4,1,4,4,3,4,2,2,2,2,3,5,4,2,1,2,4,4,3,3,1,5,4,4,3,4,2,3
46,2,4,3,1,3,3,4,1,4,1,3,2,4,4,1,4,4,3,2,4,3,4,2,1,3,4,5,4,3,5,1,1,4,3,1,4,3,5,4,5,4,3,5,3,2,5,4,3,3,4,5,5,1,1,3,5,1,2,3,4,4,4,3,5,4,4,4,1,2,2,3,2,4,3,4,5,4,5,4,1,5,3,3,1,2,3,3,4,2,1,2,5,5,4,3,4,2,2,1,1,1,1,2,3,1,1,3,1,1,4,5,3,4,2,3,5,5,3,1,4,4,2,2,2,2,2,2,3,5,4,2,1,2,4,4,3,3,4,5,3,1,3,14,2,3
