psat_avg,prime_psat_avg
84.16666666666667,71.66666666666667
77.5,59.166666666666664
74.16666666666667,66.66666666666667
87.5,74.16666666666667
80.83333333333333,73.33333333333333
80.83333333333333,72.5
69.16666666666667,60.833333333333336
74.16666666666667,63.333333333333336
75.0,65.83333333333333
82.5,72.5
90.0,83.33333333333333
75.83333333333333,78.33333333333333
75.83333333333333,70.83333333333333
80.83333333333333,80.0
81.66666666666667,82.5
76.66666666666667,77.5
81.66666666666667,69.16666666666667
72.5,67.5
67.5,60.0
64.16666666666667,60.833333333333336
75.83333333333333,56.666666666666664
54.166666666666664,62.5
76.66666666666667,72.5
89.16666666666667,79.16666666666667
81.66666666666667,80.0
83.33333333333333,70.0
80.83333333333333,66.66666666666667
71.66666666666667,71.66666666666667
68.33333333333333,79.16666666666667
70.0,69.16666666666667
89.16666666666667,76.66666666666667
73.33333333333333,70.83333333333333
81.66666666666667,60.833333333333336
83.33333333333333,76.66666666666667
70.83333333333333,58.333333333333336
70.83333333333333,66.66666666666667
81.66666666666667,63.333333333333336
81.66666666666667,70.83333333333333
80.83333333333333,73.33333333333333
